relation	word1	pos1	word2	pos2
co-hyponym	水瓶座	Nb	天秤座	Nb
hypernym	二胡	Na	樂器	Na
synonym	以至	Cbb	以至於	Cbb
hypernym	住宅	Na	房舍	Na
hypernym	杜鵑	Na	花	Na
hypernym	悲鬱	VH	悲傷	VH
hypernym	杜鵑花	Na	花	Na
antonym	不能	D	成	VH
antonym	減少	VHC	加	VC
co-hyponym	春	Nd	冬	Nd
co-hyponym	馬	Na	兔	Na
antonym	濃	VH	淡	VH
hypernym	情誼	Na	關係	Na
hypernym	下雨	VA	降	VC
antonym	男生	Na	女性	Na
hypernym	買進	VC	買下來	VB
antonym	之后	Ng	之前	Ncd
synonym	組合成	VG	組成	VG
hypernym	牙	Na	器官	Na
hypernym	促成	VK	促使	VL
hypernym	朱紅	Na	顏色	Na
hypernym	送客	VA	送	VD
antonym	悉數	Da	部份	Neqa
synonym	中華民族	Nb	中華	Nc
meronym	以后	Nd	時間	Na
hypernym	辛酸	VH	悲傷	VH
co-hyponym	平	Na	和	Na
antonym	朝	Nd	夕	Nd
hypernym	森林	Na	區域	Na
antonym	特地	D	順道	D
antonym	近路	Na	遠道	Na
hypernym	水壩	Na	建築物	Na
antonym	輕度	A	重	VH
antonym	之后	Nd	前	Nd
antonym	落	VA	增長	VH
synonym	剎那間	Nd	頓時	D
synonym	當作	VE	當成	VE
antonym	后	Ng	之前	Ng
hypernym	石化燃料	Na	物質	Na
antonym	前者	Nh	后者	Nh
co-hyponym	春	Nd	夏	Nd
synonym	如果	Cbb	如果說	Cbb
antonym	祕	Na	露	VC
hypernym	沉醉	VI	醉	VH
hypernym	中央	Nc	組織	Na
hypernym	睡覺	VA	逝	VA
hypernym	嫌怨	VH	生氣	VH
synonym	公社	Na	人民公社	Nb
hypernym	圳	Nc	地方	Nc
hypernym	沉痛	VH	悲傷	VH
synonym	列出來	VC	列出	VC
hypernym	臉色	Na	人	Na
co-hyponym	黃	Na	白	Na
synonym	台南	Nc	臺南	Nc
synonym	洗衣服	VA	洗衣	VA
antonym	那兒	Ncd	這邊	Ncd
co-hyponym	商	Nd	周	Nd
antonym	娘	Na	父親	Na
antonym	壞	VH	良好	VH
synonym	除此以外	Dk	除此之外	Dk
co-hyponym	包	Na	車	Na
hypernym	次生林	Na	森林	Na
hypernym	世	Na	代	Na
hypernym	金	Na	顏色	Na
co-hyponym	章	Na	目	Na
synonym	嗚呼哀哉	VH	哀哉	I
co-hyponym	姊姊	Na	弟弟	Na
hypernym	唐	Nd	朝代	Na
antonym	這	Ncd	那裏	Ncd
hypernym	鼠	Na	動物	Na
co-hyponym	牛	Na	蛇	Na
hypernym	縱	D	方向	Na
hypernym	教室	Nc	建築物	Na
synonym	祇不過	Da	只是	Da
hypernym	桃	Nc	地方	Nc
hypernym	衛	Na	設施	Na
hypernym	便	VA	解	VC
hypernym	案底	Na	紀錄	Na
synonym	來自於	VJ	來自	VJ
hypernym	悲慟	VH	悲傷	VH
hypernym	送	VD	賦予	VD
synonym	嗚呼哀哉	VH	嗚呼	I
co-hyponym	左	Ncd	后	Ncd
meronym	種	Nf	水中生物	Na
co-hyponym	周	Nd	遼	Nd
hypernym	初賽	Na	比賽	Na
antonym	簡單	VH	複雜	VH
hypernym	圖畫	Na	作品	Na
synonym	一塊兒	D	一併	D
hypernym	可憎	VH	生氣	VH
synonym	便是	VG	就是說	Dk
hypernym	脊椎動物	Na	動物	Na
antonym	嚴峻	VH	輕度	A
hypernym	蓮	Na	植物	Na
co-hyponym	甲	Neu	乙	Neu
antonym	嘉	A	孬	VH
co-hyponym	哥	Na	姊	Na
hypernym	美麗	VH	美	VH
co-hyponym	公	Na	伯	Na
hypernym	禮聘	VF	聘	VF
co-hyponym	弟	Na	姊	Na
antonym	秀	VH	陋	VH
antonym	武	Na	文	Na
hypernym	翅	Na	器官	Na
synonym	祇不過	Da	僅	Da
synonym	四川省	Nc	四川	Nc
antonym	開	VC	終	VH
synonym	了解到	VK	悟	VJ
meronym	眼睛	Na	臉	Na
hypernym	旦	Na	時間	Na
hypernym	見到	VE	看	VC
synonym	那兒	Ncd	那裏	Ncd
hypernym	河	Na	水域	Na
hypernym	性質	Na	特徵	Na
antonym	之下	Ng	之上	Ng
synonym	之後	Ng	之后	Ng
hypernym	看到	VE	看	VC
antonym	忘記	VK	不忘	VK
hypernym	資	Na	才能	Na
synonym	比如說	P	譬如	P
antonym	順道	D	特地	D
antonym	外面	Ncd	內部	Ncd
hypernym	技巧	Na	才能	Na
hypernym	悲情	VH	悲傷	VH
antonym	降	VA	上升	VA
hypernym	音樂	Na	學術	Na
hypernym	東方	Ncd	地點	Na
co-hyponym	冬	Na	春	Na
antonym	男子	Na	女性	Na
synonym	轉瞬間	Nd	轉眼之間	Nd
hypernym	求	VC	期望	VK
hypernym	化石燃料	Na	物質	Na
antonym	跌	VA	上昇	VA
synonym	一般而言	Dk	一般來說	Dk
synonym	找到	VC	找出來	VC
hypernym	見到	VE	視	VC
hypernym	蒜	Na	植物	Na
hypernym	信箱	Na	設備	Na
antonym	太太	Na	丈夫	Na
antonym	臭	VH	香	VH
hypernym	藍	Na	顏色	Na
synonym	客人	Na	客	Na
antonym	前方	Ncd	後方	Ncd
hypernym	麵	Na	食物	Na
hypernym	調查局	Na	機構	Na
hypernym	電信局	Na	組織	Na
meronym	課堂	Nc	學校	Nc
hypernym	細菌	Na	微生物	Na
co-hyponym	南	Ncd	西	Ncd
antonym	爆冷門	VH	熱門	VH
hypernym	氣不過	VH	生氣	VH
hypernym	女子	Na	人類	Na
hypernym	趴	VA	休	VA
synonym	躲貓貓	Na	捉迷藏	Na
synonym	小孩子	Na	孩	Na
hypernym	中心	Nc	組織	Na
co-hyponym	弟弟	Na	姊姊	Na
co-hyponym	愛	Na	孝	Na
co-hyponym	兵	Na	士	Na
synonym	但是	Cbb	祇不過	Da
antonym	這邊	Ncd	那邊	Ncd
meronym	個人	Na	組織	Na
meronym	史前	Nd	時間	Na
antonym	主人	Na	客人	Na
hypernym	汽車	Na	車	Na
hypernym	北大	Nb	大學	Na
antonym	右	Ncd	左邊	Ncd
antonym	這裡	Ncd	那裏	Ncd
hypernym	蕭	Na	植物	Na
hypernym	柚	Na	食物	Na
antonym	不良	VH	良好	VH
meronym	台	Nb	亞洲	Nc
hypernym	馬	Na	動物	Na
hypernym	制度	Na	法則	Na
meronym	民	Na	國家	Na
synonym	好比	P	譬如說	P
hypernym	公頃	Nf	單位	Na
hypernym	西方	Nc	地方	Nc
hypernym	天主教	Nb	基督教	Nb
synonym	轉眼間	Nd	轉眼之間	Nd
hypernym	嫌憎	VH	生氣	VH
antonym	裡頭	Ncd	外面	Ncd
hypernym	皇	Na	王	Na
co-hyponym	刀	Na	弓	Na
hypernym	期	Nf	單位	Na
hypernym	聽到	VE	聽	VE
co-hyponym	牽腸掛肚	VH	眷戀	VJ
hypernym	化為	VG	轉變為	VG
antonym	不光	Da	單	Da
hypernym	妹妹	Na	名稱	Na
synonym	沒想到	Dk	詎料	Dk
hypernym	鋼琴	Na	琴	Na
synonym	之外	Ng	除此以外	Dk
hypernym	慈	VH	舉止	Na
hypernym	鍵入	VC	輸	VCL
hypernym	動物	Na	有機體	Na
hypernym	輩	Na	時間	Na
hypernym	北區	Nc	區域	Na
hypernym	美元	Na	金錢	Na
hypernym	膽	Na	舉止	Na
antonym	掉	VC	上升	VA
hypernym	警官	Na	人	Na
hypernym	藝術家	Na	職業	Na
hypernym	山	Na	地形	Na
synonym	傾心	VI	一心一意	D
hypernym	圖	Na	畫	Na
hypernym	急	Na	事件	Na
hypernym	貼	VC	粘	VC
synonym	輕聲	D	低聲	D
antonym	進入	VCL	出來	VA
hypernym	刊	Na	作品	Na
synonym	幹什麼	D	幹麼	D
antonym	相同	VH	不同	VH
hypernym	化成	VG	成為	VG
hypernym	爸	Na	關係	Na
co-hyponym	評	Na	評價	VA
hypernym	見	VE	看	VC
hypernym	農村	Na	區域	Na
co-hyponym	刀	Na	劍	Na
synonym	吐出	VC	吐出來	VB
co-hyponym	虎	Na	獅	Na
hypernym	贈送	VD	給予	VD
hypernym	惱火	VH	生氣	VH
antonym	來得及	D	來不及	D
meronym	嘉年華	Nb	文化	Na
synonym	年代	Na	世紀	Na
synonym	稱	VC	秤	VC
hypernym	憤恨	VK	生氣	VH
co-hyponym	尾	Na	角	Na
hypernym	皮包	Na	飾品	Na
co-hyponym	妹妹	Na	弟弟	Na
co-hyponym	大學	Na	小學	Nc
hypernym	直流	Na	物理	Na
synonym	江蘇	Nc	江蘇省	Nc
hypernym	中階	A	關係	Na
antonym	這裡	Ncd	那裡	Ncd
hypernym	住宅	Na	房屋	Na
antonym	國內	Nc	外國	Nc
hypernym	京	Nc	行政區	Na
co-hyponym	唐	Nd	秦	Nd
co-hyponym	天秤座	Nb	雙子座	Nb
hypernym	便利	Na	方便	Na
co-hyponym	昨天	Nd	今天	Nd
hypernym	柴	Na	素材	Na
hypernym	顏色	Na	性質	Na
synonym	有一點	Dfa	有點兒	Dfa
hypernym	中正	Nb	地方	Nc
hypernym	種	VC	栽	VC
synonym	小孩子	Na	小孩	Na
hypernym	放任	VL	任由	VL
hypernym	憎惡	VJ	生氣	VH
synonym	有一些	Dfa	有些	Dfa
antonym	直	VH	屈	VA
hypernym	佛	Nb	宗教	Na
antonym	正	A	負面	VH
hypernym	用到	VC	用	VC
synonym	不僅僅	Cbb	非但	Cbb
hypernym	橋	Na	建築物	Na
hypernym	浮躁	VH	生氣	VH
antonym	以前	Nd	後	Nd
synonym	有一點點	Dfa	有些	Dfa
hypernym	悔恨	VK	生氣	VH
hypernym	銀	Na	顏色	Na
hypernym	屋	Na	建築物	Na
synonym	青少年	Na	少年	Na
hypernym	致使	VL	致	VL
hypernym	歷史	Na	學術	Na
hypernym	轉為	VG	變	VG
synonym	人家	Nh	偶	Nh
co-hyponym	琴	VA	書	VC
synonym	記錄片	Na	紀錄片	Na
hypernym	領	VC	取	VC
synonym	午後	Nd	午后	Nd
hypernym	臭	Na	氣味	Na
co-hyponym	公	Na	侯	Na
hypernym	杓子	Na	器具	Na
hypernym	喪	Na	事件	Na
hypernym	紀念品	Na	禮物	Na
meronym	日	Nf	時間	Na
hypernym	國小	Na	學校	Nc
hypernym	倫	Na	文化	Na
hypernym	悵然	VH	悲傷	VH
antonym	能夠	D	不能	D
hypernym	蛋	Na	器官	Na
hypernym	道教	Nb	宗教	Na
hypernym	缸	Na	工具	Na
antonym	強	VH	衰	VH
synonym	丰	VH	豐	VH
meronym	條約	Na	契約	Na
co-hyponym	龍	Na	鼠	Na
hypernym	病毒	Na	微生物	Na
antonym	不錯	VH	錯	VH
hypernym	湘	Nc	地方	Nc
hypernym	陶醉	VH	沈醉	VI
synonym	為什麼	D	為啥	D
synonym	師範學院	Na	師範	Nc
hypernym	寂寥	VH	悲傷	VH
synonym	給予	VD	予	VD
hypernym	簣	Na	容器	Na
hypernym	知識	Na	文明	Na
synonym	意想不到	VK	沒想到	Dk
meronym	條約	Na	合同	Na
hypernym	雕	Na	作品	Na
co-hyponym	哥	Na	姐	Na
antonym	弊	Na	利益	Na
meronym	廣	Nc	中國	Nc
hypernym	瓜	Na	食物	Na
hypernym	盆地	Na	區域	Na
co-hyponym	晨間	Nd	午間	Nd
antonym	外面	Ncd	內	Ncd
hypernym	換成	VG	易	VH
synonym	這裏	Ncd	這裡	Ncd
antonym	提高	VC	減低	VH
co-hyponym	虎	Na	鼠	Na
antonym	偏	VH	正	A
hypernym	探親	VA	探	VC
hypernym	論語	Nb	作品	Na
antonym	熱	VHC	冷卻	VHC
hypernym	攤	VC	遇上	VC
antonym	因	Na	結果	Na
hypernym	樹	Na	植物	Na
co-hyponym	午	Nd	早	Nd
hypernym	肩	Na	名稱	Na
hypernym	煩躁	VH	生氣	VH
co-hyponym	山頭	Nc	山頂	Nc
hypernym	科	Nf	課	VC
antonym	軟性	A	硬	VH
antonym	以后	Nd	過往	Nd
hypernym	勺	Na	器具	Na
meronym	崗	Na	地形	Na
meronym	骨	Na	身體	Na
hypernym	幼稚園	Nc	學校	Nc
hypernym	寧	Nc	文化	Na
antonym	陋	VH	漂亮	VH
antonym	那邊	Ncd	這裏	Ncd
hypernym	皇	Na	君	Na
co-hyponym	今	Nd	昨	Nd
hypernym	宅	Na	房	Na
synonym	只不過	Da	祇	Da
synonym	大致	D	大致上	Dk
hypernym	看到	VE	視	VC
synonym	警局	Nc	警察局	Nc
antonym	大幅	D	狹幅	D
hypernym	場所	Na	區域	Na
antonym	女人	Na	男人	Na
synonym	一點兒	Neqa	有些	Dfa
synonym	互動式	A	交談式	A
antonym	以內	Ng	以外	Ng
hypernym	蒜	Na	食物	Na
hypernym	禪宗	Nb	佛教	Nb
synonym	認清	VK	認清楚	VK
antonym	下面	Ncd	上面	Ncd
co-hyponym	犯愁	VH	煩惱	VH
synonym	大多數	Neqa	大部份	Neqa
synonym	全心全意	D	一心一意	D
antonym	之外	Ng	之內	Ng
hypernym	泰	Nc	文化	Na
hypernym	族群	Na	族	Na
co-hyponym	兵	Na	炮	Na
antonym	押	VC	釋放	VC
hypernym	尺	Nf	單位	Na
hypernym	名牌	Na	牌	Na
antonym	有	V_2	無	VJ
antonym	降	VA	上昇	VA
synonym	然則	Cbb	只不過	Cbb
hypernym	警察	Na	工作	Na
hypernym	音樂	Na	知識	Na
hypernym	桃	Na	食物	Na
hypernym	孩	Na	名稱	Na
antonym	女	Na	男性	Na
synonym	貳	Neu	二	Neu
hypernym	角	Nf	單位	Na
hypernym	靜	VH	狀態	Na
antonym	開	VC	關	VC
synonym	愈來愈	Dfa	遞	D
hypernym	身分證	Na	證	Na
synonym	幹什麼	D	幹嘛	D
synonym	有些	Dfa	一點點	Neqa
antonym	兒子	Na	女兒	Na
antonym	最多	VH	最少	VH
hypernym	谷	Na	地形	Na
antonym	順道	D	特意	D
synonym	發出	VC	釋	VC
hypernym	見到	VE	覽	VC
antonym	以外	Ng	以內	Ng
meronym	後	Nd	時間	Na
co-hyponym	衣	Na	行	Na
antonym	不行	VH	行	VH
hypernym	歇	VA	休息	VA
synonym	甚至	Cbb	以至於	Cbb
hypernym	燃料	Na	物質	Na
hypernym	導盲犬	Na	狗	Na
hypernym	清	VH	顏色	Na
antonym	低於	VJ	高於	VJ
antonym	否	VH	好	VH
hypernym	瓦	Na	素材	Na
synonym	惟有	D	只不過	Da
meronym	芝加哥	Nc	美國	Nc
hypernym	投資	Na	金錢	Na
hypernym	獎金	Na	獎	Na
hypernym	郎	Na	對象	Na
synonym	省下來	VI	省下	VJ
hypernym	春	Nd	四季	Na
co-hyponym	龍	Na	羊	Na
antonym	順道	D	特別	D
co-hyponym	警員	Na	警官	Na
hypernym	分手	VA	分別	VE
synonym	剎那間	Nd	頃	Nd
synonym	為甚麼	D	怎的	Na
hypernym	海藻	Na	藻類	Na
synonym	東西	Na	物	Na
hypernym	惆悵	VH	悲傷	VH
hypernym	怨	VK	情緒	Na
synonym	祇不過	Da	祇是	D
co-hyponym	見解	Na	看法	Na
hypernym	善	Na	舉止	Na
hypernym	輸給	VD	輸	VC
hypernym	修	VC	美容	Na
antonym	早	Nd	夕	Nd
antonym	行	VH	不行	VH
synonym	引以為鑑	VH	引以為惕	VH
meronym	牆	Na	建築物	Na
hypernym	化為	VG	變為	VG
synonym	可是	Cbb	只不過	Cbb
hypernym	稱呼	VG	叫	VG
synonym	乃至於	Cbb	乃至	Cbb
antonym	進去	VA	出	VCL
antonym	錯	VH	是	VH
hypernym	肇始	VI	開	VC
hypernym	考	VE	舉止	Na
hypernym	看法	Na	評價	VA
synonym	台北市	Nc	台北	Nc
hypernym	慕尼黑	Nc	城市	Na
hypernym	姓	Na	名稱	Na
meronym	轉瞬間	Nd	時間	Na
antonym	單單	Da	不僅僅	Da
synonym	絕大部份	Neqa	絕大多數	Neqa
hypernym	演出	Na	娛樂	Na
hypernym	偏偏	D	就是	Cbb
hypernym	雜貨店	Nc	店	Nc
hypernym	回憶	Na	事件	Na
antonym	私人	A	公立	A
synonym	挨	VJ	吃下去	VC
co-hyponym	馬	Na	豬	Na
synonym	何況	Cbb	更何況	Cbb
antonym	那裡	Ncd	這兒	Ncd
antonym	這邊	Ncd	那裡	Ncd
co-hyponym	真	Na	美	VH
meronym	之間	Ng	空間	Na
hypernym	館	Nc	名稱	Na
hypernym	今年	Nd	時間	Na
hypernym	文建會	Nb	組織	Na
hypernym	墮胎	VB	打	VC
hypernym	性	Na	舉止	Na
synonym	為何	D	為甚麼	D
hypernym	學校	Nc	機構	Na
hypernym	打氣	VB	勉	VC
antonym	公公	Na	婆	Na
synonym	提昇	VC	提升	VC
synonym	他倆	Nh	他們倆	Nh
synonym	轉化為	VG	化成	VG
hypernym	小學	Nc	區域	Na
hypernym	逝	VA	消失	VA
co-hyponym	食	Na	衣	Na
synonym	如果說	Cbb	若是	Cbb
co-hyponym	士	Na	馬	Na
antonym	升	VA	跌	VA
antonym	縮短	VH	增長	VH
synonym	小孩子	Na	孩子	Na
synonym	些許	Neqa	有點兒	Dfa
antonym	存	VH	死亡	VH
meronym	午間	Nd	時間	Na
hypernym	校長	Na	職業	Na
hypernym	打氣	VB	勵	VC
synonym	剎那間	Nd	轉眼間	Nd
synonym	那樣	Dfa	這麼樣	Dfa
co-hyponym	將	Na	象	Na
hypernym	遺憾	VK	情緒	Na
hypernym	躁鬱	VH	生氣	VH
hypernym	劇院	Nc	建築物	Na
hypernym	下跪	VB	跪下	VA
hypernym	新生	Na	學生	Na
hypernym	劇場	Nc	建築物	Na
hypernym	警官	Na	警察	Na
hypernym	同志	Na	關係	Na
hypernym	掃瞄器	Na	設備	Na
synonym	出自	VJ	來自於	VJ
synonym	差不多	VH	類似	VH
hypernym	言語	Na	語言	Na
co-hyponym	校	Nc	將	Na
synonym	好比	P	比方說	P
hypernym	痛惡	VK	生氣	VH
hypernym	明月	Na	天體	Na
meronym	半身	Nc	人	Na
hypernym	府	Na	名稱	Na
antonym	內部	Ncd	外	Ncd
antonym	提早	VL	延期	VB
hypernym	看到	VE	覽	VC
antonym	晚上	Nd	朝	Nd
hypernym	機車	Na	交通工具	Na
antonym	部分	Neqa	悉皆	D
hypernym	禮品	Na	物	Na
hypernym	併發症	Na	疾病	Na
co-hyponym	章	Na	節	Nf
antonym	光	Da	不光	Da
co-hyponym	熊	Na	獅	Na
hypernym	狗	Na	動物	Na
synonym	僅僅	Da	只不過	Da
hypernym	撲	VC	打	VC
hypernym	金錢	Na	產物	Na
hypernym	人數	Na	數量	Na
meronym	樹皮	Na	樹	Na
hypernym	館	Nc	位置	Nc
hypernym	機械	Na	設備	Na
synonym	普通	VH	一般	A
hypernym	嫉妒	VJ	生氣	VH
antonym	落	VA	上升	VA
hypernym	高中生	Na	學生	Na
antonym	不僅	Da	單	Da
synonym	有一點點	Dfa	有一點兒	Dfa
antonym	國外	Nc	國內	Nc
synonym	那兒	Ncd	那	Ncd
hypernym	轉為	VG	成為	VG
hypernym	俗稱	VG	稱呼	VG
meronym	分鐘	Na	時間	Na
synonym	祇不過	Da	只	Da
antonym	良	VH	劣	VH
antonym	之內	Ng	以外	Ng
hypernym	乞	VE	求	VC
synonym	受限於	VI	受制	VI
meronym	山頭	Nc	山	Na
hypernym	安親班	Na	學校	Nc
synonym	吐出	VC	說出	VE
synonym	大夥兒	Nh	大伙	Nh
antonym	兄弟	Na	姐妹	Na
hypernym	暗示	VE	表明	VE
meronym	葉	Na	植物	Na
antonym	外	Ncd	裡頭	Ncd
synonym	臺北市	Nc	臺北	Nc
synonym	兄弟	Na	弟兄	Na
hypernym	法國人	Na	人	Na
synonym	普通	VH	常	A
hypernym	人員	Na	人	Na
co-hyponym	弟	Na	妹	Na
antonym	之後	Nd	過往	Nd
hypernym	攤子	Nc	地方	Nc
hypernym	篇	Nf	單位	Na
antonym	特	D	順道	D
hypernym	現金	Na	錢	Na
synonym	有一些	Dfa	有點兒	Dfa
co-hyponym	師	Na	解	Nb
synonym	生出來	VB	誕生	VA
hypernym	禮	Na	舉止	Na
synonym	許許多多	Neqa	諸多	Neqa
hypernym	分封	VD	封	VG
antonym	仰	VC	獨立	VH
meronym	河南	Nc	中國	Nc
hypernym	浮游	Nv	昆蟲	Na
hypernym	子	Na	關係	Na
antonym	這裡	Ncd	那邊	Ncd
hypernym	獎金	Na	金錢	Na
synonym	轉瞬間	Nd	頓時	D
synonym	比方說	P	比如	P
hypernym	丹	Nc	地方	Nc
synonym	好比	P	比如說	P
hypernym	身邊	Nc	位置	Nc
hypernym	貝	Na	軟體	Na
synonym	比如說	P	例如	P
antonym	夫	Na	妻子	Na
hypernym	獎品	Na	賞	Na
antonym	碩	VH	小	VH
hypernym	青少年	Na	人類	Na
hypernym	汽車	Na	車子	Na
antonym	孬	VH	良好	VH
synonym	況且	Cbb	更何況	Cbb
hypernym	皖	Nc	地方	Nc
synonym	只不過	Da	不過	Da
hypernym	黑	Na	顏色	Na
hypernym	影	VC	物理	Na
hypernym	畫廊	Nc	場所	Na
hypernym	勸告	VF	舉止	Na
hypernym	托兒所	Na	建築物	Na
hypernym	答覆	Na	訊息	Na
antonym	好	VH	糟	VH
hypernym	暗示	VE	代表	VK
antonym	提前	VB	延期	VB
co-hyponym	龍	Na	馬	Na
hypernym	禍	VHC	事件	Na
hypernym	書	Nb	作品	Na
hypernym	涉嫌	VK	涉及	VK
antonym	不行	VH	成	VH
hypernym	軍隊	Na	組織	Na
hypernym	見到	VE	睹	VC
hypernym	哈佛	Nb	地方	Nc
antonym	香	VH	臭	VH
hypernym	海獅	Na	水中生物	Na
antonym	惡性	A	良性	A
co-hyponym	行	Na	列	Na
hypernym	空中	Nc	地方	Nc
hypernym	晚	Nd	時間	Na
antonym	父親	Na	娘	Na
antonym	清	VH	渾	VH
hypernym	可恨	VH	生氣	VH
antonym	奶	Na	祖父	Na
antonym	落	VA	增高	VH
hypernym	廁	Nc	地方	Nc
synonym	越來越	Dfa	愈來愈	Dfa
hypernym	軍人	Na	名稱	Na
hypernym	才能	Na	能力	Na
hypernym	趴	VA	休息	VA
hypernym	強	VH	狀況	Na
hypernym	德國人	Na	人	Na
hypernym	鋼琴	Na	設備	Na
hypernym	幢	Nf	單位	Na
antonym	輕	VH	沉	VH
hypernym	紐約	Nc	城市	Na
antonym	出去	VA	加入	VC
meronym	午后	Nd	時間	Na
synonym	是否	D	有沒有	D
hypernym	蕉	Na	食物	Na
co-hyponym	衣	Na	衣服	Na
synonym	忙	VH	急急忙忙	D
antonym	公	Na	婆	Na
meronym	門	Nf	房子	Na
meronym	刑事	Na	法律	Na
hypernym	政府	Na	組織	Na
hypernym	大學	Na	學校	Nc
synonym	中式	A	中國式	A
antonym	薄	VH	厚	VH
hypernym	落款	VA	落	VC
hypernym	海魚	Na	水中生物	Na
antonym	方便	VH	不便	VH
hypernym	致使	VL	引致	VL
antonym	昌	VH	弱	VH
hypernym	紀	Na	規定	Na
hypernym	李子	Na	植物	Na
meronym	中古	Nd	時間	Na
hypernym	人行道	Na	道	Na
hypernym	使得	VL	致	VL
antonym	原因	Na	結果	Na
meronym	水墨畫	Na	作品	Na
hypernym	躁急	VH	生氣	VH
antonym	弟弟	Na	哥	Na
hypernym	鼓掌	VA	拍	VC
antonym	存	Nv	亡	Nv
hypernym	分手	VA	別	VC
meronym	肩	Na	身體	Na
hypernym	沙漠	Na	區域	Na
hypernym	財政部	Nc	機構	Na
hypernym	台南	Nc	地區	Nc
antonym	斯	Ncd	那	Ncd
antonym	無線	A	有線	A
hypernym	秋	Nb	名稱	Na
co-hyponym	剝	VC	解	VC
antonym	女兒	Na	兒子	Na
synonym	如果說	Cbb	若	Cbb
antonym	弟	Na	哥哥	Na
hypernym	猴	Na	動物	Na
synonym	跟不上	VJ	落後	VJ
antonym	文	Na	武	Na
antonym	弱	VH	強烈	VH
hypernym	江	Na	地形	Na
hypernym	街頭	Nc	地方	Nc
synonym	輕聲	D	悄悄	D
co-hyponym	士	Na	車	Na
hypernym	東方	Ncd	名稱	Na
synonym	以後	Ng	以后	Ng
hypernym	拜	VC	揖	VA
synonym	不單單	Cbb	不止	Cbb
antonym	升	VA	下降	VA
hypernym	良方	Na	方	Na
synonym	比如說	P	比方說	P
hypernym	當兵	VA	服	VC
meronym	器官	Na	身體	Na
hypernym	柚	Na	植物	Na
antonym	好	VH	困難	VH
synonym	不僅僅	Cbb	不止	Cbb
antonym	下台	VA	登臺	VA
antonym	佳	VH	否	VH
antonym	奶	Na	爺	Na
synonym	不止	Da	不光	Da
antonym	裡面	Ncd	外	Ncd
hypernym	言語	Na	語	Na
hypernym	暗示	VE	表示	VE
hypernym	盒子	Na	容器	Na
hypernym	船	Na	交通工具	Na
synonym	可	Cbb	只不過	Cbb
hypernym	巴	Na	交通工具	Na
hypernym	司	Na	組織	Na
meronym	條約	Na	協約	Na
hypernym	傷痛	Na	悲傷	VH
co-hyponym	侯	Na	男	Na
hypernym	執政黨	Na	組織	Na
synonym	長於	VL	擅於	VL
antonym	客人	Na	主	Na
hypernym	殖民地	Nc	區域	Na
co-hyponym	青	Na	赤	Na
antonym	安	Nv	危	Nv
hypernym	拍	VC	打	VC
synonym	為什麼	D	何為	D
hypernym	耗油	VC	吃下去	VC
antonym	弟兄	Na	姐妹	Na
hypernym	冬	Nb	名稱	Na
hypernym	佩	Na	飾品	Na
hypernym	鍋子	Na	器具	Na
hypernym	貓	Na	動物	Na
hypernym	貼	VC	黏	VC
antonym	結	VC	開始	VL
synonym	乃至於	Cbb	以至於	Cbb
hypernym	施捨	VD	捨	VC
synonym	給與	VD	給予	VD
hypernym	便服	Na	衣服	Na
antonym	繁	VH	簡單	VH
hypernym	花	Na	植物	Na
synonym	不只	Da	不僅僅	Da
hypernym	文字	Na	符號	Na
hypernym	宋	Nb	名稱	Na
hypernym	合力	Na	物理	Na
antonym	死掉	VH	存	VH
synonym	比方說	P	比方	P
antonym	弟	Na	哥	Na
antonym	外面	Ncd	裡頭	Ncd
hypernym	自由	Na	權利	Na
synonym	上臺	VA	上台	VA
antonym	強烈	VH	弱	VH
hypernym	學校	Nc	區域	Na
hypernym	碧	VH	顏色	Na
co-hyponym	食	Na	行	Na
hypernym	附贈	VD	給	VD
synonym	俗話說	Dk	俗語說	Dk
antonym	先生	Na	太太	Na
antonym	年頭	Nd	年尾	Nd
meronym	警察	Na	警方	Na
synonym	小孩子	Na	童	Na
antonym	屑	VC	不屑	VL
synonym	照道理說	Dk	照說	Dk
synonym	不止	Da	不僅僅	Da
co-hyponym	開心	VH	歡愉	VH
synonym	劃分為	VG	分	VC
hypernym	見	VE	觀望	VA
hypernym	海藻	Na	藻	Na
hypernym	氣惱	VH	生氣	VH
co-hyponym	梅	Na	竹	Na
synonym	陸	Neu	六	Neu
antonym	近路	Na	遠路	Na
hypernym	悲憤	VH	悲傷	VH
antonym	爺	Na	奶	Na
hypernym	化石	Na	固體	Na
co-hyponym	將	Na	車	Na
antonym	斯	Ncd	那裏	Ncd
synonym	譬如	P	例如說	P
antonym	外面	Ncd	以內	Ng
hypernym	良方	Na	方法	Na
synonym	注	Na	註	Na
hypernym	育	VC	生	VC
hypernym	舟	Na	名稱	Na
hypernym	肩	Na	背	Na
synonym	甚至於	D	乃至	Cbb
co-hyponym	工	Na	士	Na
antonym	嘉	A	糟	VH
co-hyponym	王	Na	后	Na
synonym	些許	Neqa	有一些	Dfa
synonym	找出	VC	找出來	VC
synonym	喜出望外	VH	狂喜	VH
antonym	爸爸	Na	阿媽	Na
antonym	妻子	Na	夫	Na
hypernym	桃	Na	植物	Na
synonym	換句話說	Dk	換言之	Dk
synonym	有一點兒	Dfa	有點兒	Dfa
hypernym	翠	VH	顏色	Na
hypernym	秒鐘	Nf	單位	Na
hypernym	堆	Nf	單位	Na
